"","Nuccore_ID","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Definition","Source","WW_IDs","Spore.Forming.(Weller.and.Wu)","Spore.Genes.(Weller.and.Wu)","Genus","Species","Assembly","Phylum","Class","Order","Family"
"2690","NC_022606.1","lcl|NC_022606.1_prot_WP_007725689.1_2067","-","TIGR01164","TIGR01164",6.3e-58,191.4,3.9,7.3e-58,191.2,3.9,1,1,0,0,1,1,1,1,"Carnobacterium inhibens subsp. gilichinskyi strain WN1359, complete genome","Carnobacterium inhibens subsp. gilichinskyi strain WN1359","Carnobacterium sp. WN1359","N","16","Carnobacterium","inhibens","GCF_000493735.1","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae"
"2704","NC_022777.1","lcl|NC_022777.1_prot_WP_011100711.1_2626","-","TIGR01164","TIGR01164",5.3e-63,208.1,0.8,6.2e-63,207.8,0.8,1,1,0,0,1,1,1,1,"Clostridium tetani 12124569 main chromosome, complete genome","Clostridium tetani 12124569","Clostridium tetani ","Y","62","Clostridium","tetani","GCF_000967115.2","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"2718","NC_022780.1","lcl|NC_022780.1_prot_WP_023440650.1_1310","-","TIGR01164","TIGR01164",4.1e-57,188.4,3.6,4.7e-57,188.2,3.6,1,1,0,0,1,1,1,1,"Pediococcus pentosaceus SL4, complete genome","Pediococcus pentosaceus SL4","Pediococcus pentosaceus ","N","11","Pediococcus","pentosaceus","GCF_000496265.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"2732","NC_022794.1","lcl|NC_022794.1_prot_WP_012369016.1_87","-","TIGR01164","TIGR01164",1.1e-63,210.5,2.4,1.3e-63,210.3,2.4,1,1,0,0,1,1,1,1,"Exiguobacterium sp. MH3, complete genome","Exiguobacterium sp. MH3","Exiguobacterium sp. MH3","N","29","Exiguobacterium","sp. MH3","GCF_000496635.1","Firmicutes","Bacilli","Bacillales","Bacillales Family XII. Incertae Sedis"
"2746","NZ_AXDU01000016.1","lcl|NZ_AXDU01000016.1_prot_WP_003720943.1_1731","-","TIGR01164","TIGR01164",1.2e-59,197.4,2.4,1.4e-59,197.2,2.4,1,1,0,0,1,1,1,1,"Listeria monocytogenes N53-1 N53-1_contig_23, whole genome shotgun sequence","Listeria monocytogenes N53-1","Listeria monocytogenes ","N","20","Listeria","monocytogenes","GCF_000626575.1","Firmicutes","Bacilli","Bacillales","Listeriaceae"
"2760","NZ_CP019962.1","lcl|NZ_CP019962.1_prot_WP_013382279.1_1249","-","TIGR01164","TIGR01164",1.7e-63,210.2,1.5,2e-63,210,1.5,1,1,0,0,1,1,1,1,"Eubacterium limosum strain ATCC 8486 chromosome, complete genome","Eubacterium limosum","Eubacterium limosum ","N","19","Eubacterium","limosum","GCF_000807675.2","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae"
"2774","NZ_CP027570.1","lcl|NZ_CP027570.1_prot_WP_014015742.1_1041","-","TIGR01164","TIGR01164",3e-62,205.4,1.6,3.4e-62,205.2,1.6,1,1,0,0,1,1,1,1,"Megasphaera elsdenii DSM 20460 strain ATCC 25940 chromosome, complete genome","Megasphaera elsdenii DSM 20460 strain ATCC 25940","Megasphaera elsdenii ","N","18","Megasphaera","elsdenii","GCF_003010495.1","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae"
"2788","NZ_KI912609.1","lcl|NZ_KI912609.1_prot_WP_015051613.1_2637","-","TIGR01164","TIGR01164",2.8e-61,202.6,0.5,3.2e-61,202.3,0.5,1,1,0,0,1,1,1,1,"Thermacetogenium phaeum DSM 12270 THEPHDRAFT_scaffold00002.2, whole genome shotgun sequence","Thermacetogenium phaeum DSM 12270","Thermacetogenium phaeum ","Y","56","Thermacetogenium","phaeum","GCF_000519285.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"2802","NZ_MKIE01000003.1","lcl|NZ_MKIE01000003.1_prot_WP_071062287.1_959","-","TIGR01164","TIGR01164",2.8e-63,208.8,2.1,3.2e-63,208.6,2.1,1,1,0,0,1,1,1,1,"Andreesenia angusta strain DSM 1989 EUAN_contig000003, whole genome shotgun sequence","Andreesenia angusta strain DSM 1989","butyrate-producing bacterium SSC/2","Y","41","Andreesenia","angusta","GCF_001855385.1","Firmicutes","Tissierellia","Tissierellales","Gottschalkiaceae"
"2816","NZ_OLKO01000017.1","lcl|NZ_OLKO01000017.1_prot_WP_015523195.1_811","-","TIGR01164","TIGR01164",5.9e-62,204.3,0.4,6.8e-62,204.1,0.4,1,1,0,0,1,1,1,1,"Ruminococcus bromii L2-63, whole genome shotgun sequence","Ruminococcus bromii L2-63","Ruminococcus bromii ","Y","30","Ruminococcus","bromii","GCF_900291485.1","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"10","AP009389.1","lcl|AP009389.1_prot_BAF58504.1_323","-","TIGR01171","TIGR01171",1.9e-138,457.7,5.3,2.2e-138,457.6,5.3,1,1,0,0,1,1,1,1,"Pelotomaculum thermopropionicum SI DNA, complete genome","Pelotomaculum thermopropionicum SI","Pelotomaculum thermopropionicum ","Y","69","Pelotomaculum","thermopropionicum","GCA_000010565.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"24","CP000407.1","lcl|CP000407.1_prot_ABP89046.1_72","-","TIGR01171","TIGR01171",5.8e-136,449.2,6.8,6.6e-136,449,6.8,1,1,0,0,1,1,1,1,"Streptococcus suis 05ZYH33, complete genome","Streptococcus suis 05ZYH33","Streptococcus suis ","N","15","Streptococcus","suis","GCA_000014305.1","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"40","CP000817.1","lcl|CP000817.1_prot_ACA42055.1_4409","-","TIGR01171","TIGR01171",1.1e-139,462.5,8.5,1.2e-139,462.3,8.5,1,1,0,0,1,1,1,1,"Lysinibacillus sphaericus C3-41, complete genome","Lysinibacillus sphaericus C3-41","Lysinibacillus sphaericus ","Y","69","Lysinibacillus","sphaericus","GCA_000017965.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"54","CP002770.1","lcl|CP002770.1_prot_AEG16550.1_2900","-","TIGR01171","TIGR01171",6.8e-138,456.2,3.2,7.6e-138,456,3.2,1,1,0,0,1,1,1,1,"Desulfotomaculum kuznetsovii DSM 6115, complete genome","Desulfofundulus kuznetsovii DSM 6115","Desulfotomaculum kuznetsovii ","Y","70","Desulfofundulus","kuznetsovii","GCA_000214705.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"68","CP002901.1","lcl|CP002901.1_prot_AEJ38528.1_300","-","TIGR01171","TIGR01171",1.4e-130,432.4,5.7,1.5e-130,432.2,5.7,1,1,0,0,1,1,1,1,"Sulfobacillus acidophilus TPY, complete genome","Sulfobacillus acidophilus TPY","Sulfobacillus acidophilus ","Y","57","Sulfobacillus","acidophilus","GCA_000219855.1","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XVII. Incertae Sedis"
"82","CP003184.1","lcl|CP003184.1_prot_AFK86030.1_992","-","TIGR01171","TIGR01171",2.1e-138,457.6,6.7,2.4e-138,457.4,6.7,1,1,0,0,1,1,1,1,"Thermoanaerobacterium saccharolyticum JW/SL-YS485, complete genome","Thermoanaerobacterium saccharolyticum JW/SL-YS485","Thermoanaerobacterium saccharolyticum ","Y","62","Thermoanaerobacterium","saccharolyticum","GCA_000307585.2","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales Family III. Incertae Sedis"
"96","CP003919.2","lcl|CP003919.2_prot_AFV71553.1_201","-","TIGR01171","TIGR01171",1.8e-136,450.5,7.4,2.1e-136,450.3,7.4,1,1,0,0,1,1,1,1,"Streptococcus agalactiae strain SA20, complete genome","Streptococcus agalactiae","Streptococcus agalactiae ","N","14","Streptococcus","agalactiae","GCA_000302475.3","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"110","CP005941.1","lcl|CP005941.1_prot_AGM97889.1_60","-","TIGR01171","TIGR01171",2.1e-136,450.6,8.1,2.4e-136,450.4,8.1,1,1,0,0,1,1,1,1,"Streptococcus iniae SF1, complete genome","Streptococcus iniae SF1","Streptococcus iniae ","N","13","Streptococcus","iniae","GCA_000403625.1","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"125","FN545816.1","lcl|FN545816.1_prot_CBE01584.1_72","-","TIGR01171","TIGR01171",3e-133,441,6,3.3e-133,440.8,6,1,1,0,0,1,1,1,1,"Clostridium difficile R20291 complete genome","Clostridioides difficile R20291","Peptoclostridium difficile ","Y","56","Clostridioides","difficile","GCA_000027105.1","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"183","FP929045.1","lcl|FP929045.1_prot_CBK98962.1_1235","-","TIGR01171","TIGR01171",9.7e-127,419.3,5.2,1.1e-126,419.1,5.2,1,1,0,0,1,1,1,1,"Faecalibacterium prausnitzii L2/6 draft genome","Faecalibacterium prausnitzii L2-6","Faecalibacterium prausnitzii L2-6","N","35","Faecalibacterium","prausnitzii","GCA_000210735.1","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"197","FP929046.1","lcl|FP929046.1_prot_CBL01472.1_989","-","TIGR01171","TIGR01171",2e-127,421.5,4.9,2.2e-127,421.4,4.9,1,1,0,0,1,1,1,1,"Faecalibacterium prausnitzii SL3/3 draft genome","Faecalibacterium prausnitzii SL3/3","Faecalibacterium prausnitzii SL3/3","N","35","Faecalibacterium","prausnitzii","GCA_000209855.1","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"278","NC_002570.2","lcl|NC_002570.2_prot_WP_010896320.1_139","-","TIGR01171","TIGR01171",2.6e-140,464.3,7.7,2.9e-140,464.2,7.7,1,1,0,0,1,1,1,1,"Bacillus halodurans C-125 DNA, complete genome","Bacillus halodurans C-125","Bacillus halodurans ","Y","100","Bacillus","halodurans","GCF_000011145.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"292","NC_002737.2","lcl|NC_002737.2_prot_NP_268463.1_40","-","TIGR01171","TIGR01171",5.9e-137,452.1,7.5,6.7e-137,451.9,7.5,1,1,0,0,1,1,1,1,"Streptococcus pyogenes M1 GAS, complete genome","Streptococcus pyogenes M1 GAS","Streptococcus pyogenes ","N","12","Streptococcus","pyogenes","GCF_000006785.2","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"306","NC_003869.1","lcl|NC_003869.1_prot_WP_011026335.1_2166","-","TIGR01171","TIGR01171",1e-140,465.1,6.6,1.1e-140,464.9,6.6,1,1,0,0,1,1,1,1,"Thermoanaerobacter tengcongensis MB4, complete genome","Thermoanaerobacter tengcongensis MB4","Thermoanaerobacter tengcongensis ","Y","63","Thermoanaerobacter","tengcongensis","GCF_000007085.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"321","NC_004193.1","lcl|NC_004193.1_prot_WP_011064525.1_123","-","TIGR01171","TIGR01171",1.8e-137,454.8,8.9,2.1e-137,454.6,8.9,1,1,0,0,1,1,1,1,"Oceanobacillus iheyensis HTE831 DNA, complete genome","Oceanobacillus iheyensis HTE831","Oceanobacillus iheyensis ","Y","88","Oceanobacillus","iheyensis","GCF_000011245.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"337","NC_004461.1","lcl|NC_004461.1_prot_NP_765376.1_1821","-","TIGR01171","TIGR01171",7e-139,459,7.9,8.1e-139,458.7,7.9,1,1,0,0,1,1,1,1,"Staphylococcus epidermidis ATCC 12228 chromosome, complete genome","Staphylococcus epidermidis ATCC 12228","Staphylococcus epidermidis ","N","14","Staphylococcus","epidermidis","GCF_000007645.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"351","NC_006177.1","lcl|NC_006177.1_prot_WP_011197187.1_2959","-","TIGR01171","TIGR01171",3e-132,437.6,5.2,3.3e-132,437.4,5.2,1,1,0,0,1,1,1,1,"Symbiobacterium thermophilum IAM 14863 DNA, complete genome","Symbiobacterium thermophilum IAM 14863","Symbiobacterium thermophilum ","Y","64","Symbiobacterium","thermophilum","GCF_000009905.1","Firmicutes","Clostridia","Clostridiales","Symbiobacteriaceae"
"365","NC_006582.1","lcl|NC_006582.1_prot_WP_011245017.1_154","-","TIGR01171","TIGR01171",9.3e-140,462.6,7.2,1e-139,462.4,7.2,1,1,0,0,1,1,1,1,"Bacillus clausii KSM-K16 DNA, complete genome","Bacillus clausii KSM-K16","Bacillus clausii ","Y","92","Bacillus","clausii","GCF_000009825.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"380","NC_007168.1","lcl|NC_007168.1_prot_WP_011275128.1_759","-","TIGR01171","TIGR01171",5.1e-139,459.5,7.5,5.9e-139,459.2,7.5,1,1,0,0,1,1,1,1,"Staphylococcus haemolyticus JCSC1435 DNA, complete genome","Staphylococcus haemolyticus JCSC1435 DNA","Staphylococcus haemolyticus ","N","15","Staphylococcus","haemolyticus","GCF_000009865.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"395","NC_007350.1","lcl|NC_007350.1_prot_WP_011302600.1_642","-","TIGR01171","TIGR01171",1.3e-138,458.1,7.8,1.5e-138,457.9,7.8,1,1,0,0,1,1,1,1,"Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 DNA, complete genome","Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305","Staphylococcus saprophyticus ","N","16","Staphylococcus","saprophyticus","GCF_000010125.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"409","NC_007503.1","lcl|NC_007503.1_prot_WP_011345188.1_2102","-","TIGR01171","TIGR01171",3.2e-141,466.6,5,3.6e-141,466.4,5,1,1,0,0,1,1,1,1,"Carboxydothermus hydrogenoformans Z-2901, complete genome","Carboxydothermus hydrogenoformans Z-2901","Carboxydothermus hydrogenoformans","Y","57","Carboxydothermus","hydrogenoformans","GCF_000012865.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"423","NC_007576.1","lcl|NC_007576.1_prot_WP_011375446.1_1691","-","TIGR01171","TIGR01171",1.6e-131,434.4,8,1.8e-131,434.2,8,1,1,0,0,1,1,1,1,"Lactobacillus sakei strain 23K complete genome","Lactobacillus sakei strain 23K","Lactobacillus sakei ","N","14","Lactobacillus","sakei","GCF_000026065.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"437","NC_007644.1","lcl|NC_007644.1_prot_YP_431282.1_2394","-","TIGR01171","TIGR01171",3.8e-141,466.4,5.7,4.3e-141,466.2,5.7,1,1,0,0,1,1,1,1,"Moorella thermoacetica ATCC 39073 chromosome, complete genome","Moorella thermoacetica ATCC 39073 chromosome","Moorella thermoacetica ","Y","68","Moorella","thermoacetica","GCF_000013105.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"451","NC_007929.1","lcl|NC_007929.1_prot_YP_536319.1_1413","-","TIGR01171","TIGR01171",2e-135,447.3,9.2,2.3e-135,447.1,9.2,1,1,0,0,1,1,1,1,"Lactobacillus salivarius UCC118 chromosome, complete genome","Lactobacillus salivarius UCC118","Lactobacillus salivarius ","N","17","Lactobacillus","salivarius","GCF_000008925.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"465","NC_008054.1","lcl|NC_008054.1_prot_WP_011543641.1_336","-","TIGR01171","TIGR01171",8.5e-134,441.9,9.2,9.6e-134,441.7,9.2,1,1,0,0,1,1,1,1,"Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 complete genome","Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842","Lactobacillus delbrueckii ","N","12","Lactobacillus","delbrueckii","GCF_000056065.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"479","NC_008261.1","lcl|NC_008261.1_prot_WP_003460473.1_2572","-","TIGR01171","TIGR01171",1.4e-137,454.9,5.8,1.6e-137,454.7,5.8,1,1,0,0,1,1,1,1,"Clostridium perfringens ATCC 13124, complete genome","Clostridium perfringens ATCC 13124","Clostridium perfringens ","Y","61","Clostridium","perfringens","GCF_000013285.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"493","NC_008346.1","lcl|NC_008346.1_prot_WP_011641705.1_2372","-","TIGR01171","TIGR01171",1.7e-132,438.1,7,1.9e-132,437.9,7,1,1,0,0,1,1,1,1,"Syntrophomonas wolfei subsp. wolfei str. Goettingen G311, complete genome","Syntrophomonas wolfei subsp. wolfei str. Goettingen G311","Syntrophomonas wolfei ","Y","61","Syntrophomonas","wolfei","GCF_000014725.1","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae"
"507","NC_008526.1","lcl|NC_008526.1_prot_YP_807678.1_2363","-","TIGR01171","TIGR01171",3.2e-131,434,6.4,3.8e-131,433.8,6.4,1,1,0,0,1,1,1,1,"Lactobacillus paracasei ATCC 334 chromosome, complete genome","Lactobacillus paracasei ATCC 334","Lactobacillus casei ","N","16","Lactobacillus","paracasei","GCF_000014525.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"521","NC_008527.1","lcl|NC_008527.1_prot_WP_011677160.1_2266","-","TIGR01171","TIGR01171",2.4e-132,437.6,7,2.7e-132,437.4,7,1,1,0,0,1,1,1,1,"Lactococcus lactis subsp. cremoris SK11, complete genome","Lactococcus lactis subsp. cremoris SK11","Lactococcus lactis ","N","14","Lactococcus","lactis","GCF_000014545.1","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"535","NC_008528.1","lcl|NC_008528.1_prot_WP_002818457.1_573","-","TIGR01171","TIGR01171",4.4e-127,419.8,7.4,5e-127,419.6,7.4,1,1,0,0,1,1,1,1,"Oenococcus oeni PSU-1, complete genome","Oenococcus oeni PSU-1","Oenococcus oeni ","N","18","Oenococcus","oeni","GCF_000014385.1","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae"
"549","NC_008593.1","lcl|NC_008593.1_prot_WP_011721218.1_227","-","TIGR01171","TIGR01171",3e-134,443.7,5.8,3.4e-134,443.5,5.8,1,1,0,0,1,1,1,1,"Clostridium novyi NT, complete genome","Clostridium novyi NT","Clostridium novyi ","Y","61","Clostridium","novyi","GCF_000014125.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"563","NC_009253.1","lcl|NC_009253.1_prot_WP_011876607.1_216","-","TIGR01171","TIGR01171",3.6e-135,447.3,4.1,4.1e-135,447.1,4.1,1,1,0,0,1,1,1,1,"Desulfotomaculum reducens MI-1, complete genome","Desulfotomaculum reducens MI-1","Desulfotomaculum reducens ","Y","72","Desulfotomaculum","reducens","GCF_000016165.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"577","NC_009437.1","lcl|NC_009437.1_prot_WP_011917788.1_2293","-","TIGR01171","TIGR01171",3.9e-138,456.7,3.9,4.4e-138,456.5,3.9,1,1,0,0,1,1,1,1,"Caldicellulosiruptor saccharolyticus DSM 8903, complete genome","Caldicellulosiruptor saccharolyticus DSM 8903","Caldicellulosiruptor saccharolyticus ","Y","49","Caldicellulosiruptor","saccharolyticus","GCF_000016545.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales"
"592","NC_009617.1","lcl|NC_009617.1_prot_WP_011967514.1_157","-","TIGR01171","TIGR01171",1.9e-134,445.5,5.1,2.2e-134,445.2,5.1,1,1,0,0,1,1,1,1,"Clostridium beijerinckii NCIMB 8052, complete genome","Clostridium beijerinckii NCIMB 8052","Clostridium beijerinckii","Y","67","Clostridium","beijerinckii","GCF_000016965.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"606","NC_009633.1","lcl|NC_009633.1_prot_WP_012065438.1_4407","-","TIGR01171","TIGR01171",4.8e-138,457.1,6.5,5.3e-138,457,6.5,1,1,0,0,1,1,1,1,"Alkaliphilus metalliredigens QYMF, complete genome","Alkaliphilus metalliredigens QYMF","Alkaliphilus metalliredigens ","Y","69","Alkaliphilus","metalliredigens","GCF_000016985.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"620","NC_009697.1","lcl|NC_009697.1_prot_WP_003357299.1_3465","-","TIGR01171","TIGR01171",1.2e-134,445.6,6.3,1.3e-134,445.5,6.3,1,1,0,0,1,1,1,1,"Clostridium botulinum A str. ATCC 19397, complete genome","Clostridium botulinum A str. ATCC 19397","Clostridium botulinum A","Y","63","Clostridium","botulinum","GCF_000017025.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"634","NC_009785.1","lcl|NC_009785.1_prot_WP_002894482.1_1919","-","TIGR01171","TIGR01171",9.6e-136,448.4,6.8,1.1e-135,448.2,6.8,1,1,0,0,1,1,1,1,"Streptococcus gordonii str. Challis substr. CH1, complete genome","Streptococcus gordonii str. Challis substr. CH1","Streptococcus gordonii ","N","14","Streptococcus","gordonii","GCF_000017005.1","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"648","NC_009848.4","lcl|NC_009848.4_prot_WP_007496314.1_122","-","TIGR01171","TIGR01171",1.7e-141,468.1,8,1.9e-141,467.9,8,1,1,0,0,1,1,1,1,"Bacillus pumilus SAFR-032, complete genome","Bacillus pumilus SAFR-032","Bacillus pumilus ","Y","134","Bacillus","pumilus","GCF_000017885.4","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"662","NC_009922.1","lcl|NC_009922.1_prot_WP_012158371.1_501","-","TIGR01171","TIGR01171",3.5e-134,443.8,8.1,3.9e-134,443.6,8.1,1,1,0,0,1,1,1,1,"Alkaliphilus oremlandii OhILAs, complete genome","Alkaliphilus oremlandii OhILAs","Alkaliphilus oremlandii ","Y","60","Alkaliphilus","oremlandii","GCF_000018325.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"678","NC_010001.1","lcl|NC_010001.1_prot_WP_012201659.1_3729","-","TIGR01171","TIGR01171",1.4e-133,442.3,6.5,1.6e-133,442.1,6.5,1,1,0,0,1,1,1,1,"Lachnoclostridium phytofermentans ISDg, complete genome","Lachnoclostridium phytofermentans ISDg","Lachnoclostridium phytofermentans ","Y","51","Lachnoclostridium","phytofermentans","GCF_000018685.1","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"692","NC_010079.1","lcl|NC_010079.1_prot_WP_000985472.1_2418","-","TIGR01171","TIGR01171",3.2e-139,460.3,9.4,3.7e-139,460.1,9.4,1,1,0,0,1,1,1,1,"Staphylococcus aureus subsp. aureus USA300_TCH1516, complete genome","Staphylococcus aureus subsp. aureus USA300_TCH1516","Staphylococcus aureus ","N","12","Staphylococcus","aureus","GCF_000017085.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"708","NC_010184.1","lcl|NC_010184.1_prot_WP_002063418.1_110","-","TIGR01171","TIGR01171",1e-140,466.2,7.1,1.2e-140,466.1,7.1,1,1,0,0,1,1,1,1,"Bacillus weihenstephanensis KBAB4, complete genome","Bacillus weihenstephanensis KBAB4","Bacillus weihenstephanensis ","Y","115","Bacillus","weihenstephanensis","GCF_000018825.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"722","NC_010337.2","lcl|NC_010337.2_prot_WP_012282474.1_1221","-","TIGR01171","TIGR01171",7.4e-138,455.7,7.4,8.3e-138,455.6,7.4,1,1,0,0,1,1,1,1,"Heliobacterium modesticaldum Ice1 strain Ice1, complete genome","Heliobacterium modesticaldum Ice1 strain Ice1","Heliobacterium modesticaldum ","Y","72","Heliobacterium","modesticaldum","GCF_000019165.1","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae"
"736","NC_010376.1","lcl|NC_010376.1_prot_WP_002837367.1_162","-","TIGR01171","TIGR01171",4.3e-133,439.6,7.5,4.8e-133,439.4,7.5,1,1,0,0,1,1,1,1,"Finegoldia magna ATCC 29328 DNA, complete genome","Finegoldia magna ATCC 29328","Finegoldia magna ","N","11","Finegoldia","magna","GCF_000010185.1","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae"
"750","NC_010424.1","lcl|NC_010424.1_prot_WP_012301381.1_233","-","TIGR01171","TIGR01171",1.1e-133,441.8,4.5,1.2e-133,441.6,4.5,1,1,0,0,1,1,1,1,"Candidatus Desulforudis audaxviator MP104C, complete genome","Candidatus Desulforudis audaxviator MP104C","Candidatus Desulforudis audaxviator ","Y","62","Desulforudis","audaxviator","GCF_000018425.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
